region,site_nom,question,reponse_attendue
Corse,Domaine des Milelli,Quel est le numéro de département pour le site 'Domaine des Milelli' en Corse ?,2A
Corse,Domaine des Milelli,A quel code départemental est rattaché le lieu 'Domaine des Milelli' ?,2A
Corse,Domaine des Milelli,Donnez le numéro de département correspondant à : Domaine des Milelli (Corse).,2A
Occitanie,Hôtel de Lassus,Le site 'Hôtel de Lassus' est-il un musée ou un monument historique ?,Monument historique
Occitanie,Hôtel de Lassus,Quelle est la classification officielle de 'Hôtel de Lassus' en Occitanie ?,Monument historique
Occitanie,Hôtel de Lassus,'Hôtel de Lassus' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Nouvelle-Aquitaine,Eglise Saint-Astier,Localisation de 'Eglise Saint-Astier' en Nouvelle-Aquitaine : dans quelle commune se trouve-t-il précisément ?,Saint-Astier
Nouvelle-Aquitaine,Eglise Saint-Astier,"Concernant le patrimoine de la région Nouvelle-Aquitaine, pouvez-vous nommer la ville où est situé le site 'Eglise Saint-Astier' ?",Saint-Astier
Nouvelle-Aquitaine,Eglise Saint-Astier,Où est situé 'Eglise Saint-Astier' (Nouvelle-Aquitaine) ? Donnez uniquement le nom de la commune.,Saint-Astier
Pays de la Loire,Eglise Saint-Vétérin,Localisation de 'Eglise Saint-Vétérin' en Pays de la Loire : dans quelle commune se trouve-t-il précisément ?,Gennes
Pays de la Loire,Eglise Saint-Vétérin,"Concernant le patrimoine de la région Pays de la Loire, pouvez-vous nommer la ville où est situé le site 'Eglise Saint-Vétérin' ?",Gennes
Pays de la Loire,Eglise Saint-Vétérin,Où est situé 'Eglise Saint-Vétérin' (Pays de la Loire) ? Donnez uniquement le nom de la commune.,Gennes
Grand Est,Eglise simultanée Saint-Etienne,Quel est le numéro de département pour le site 'Eglise simultanée Saint-Etienne' en Grand Est ?,67
Grand Est,Eglise simultanée Saint-Etienne,A quel code départemental est rattaché le lieu 'Eglise simultanée Saint-Etienne' ?,67
Grand Est,Eglise simultanée Saint-Etienne,Donnez le numéro de département correspondant à : Eglise simultanée Saint-Etienne (Grand Est).,67
Occitanie,Oratoire,Quel est le numéro de département pour le site 'Oratoire' en Occitanie ?,12
Occitanie,Oratoire,A quel code départemental est rattaché le lieu 'Oratoire' ?,12
Occitanie,Oratoire,Donnez le numéro de département correspondant à : Oratoire (Occitanie).,12
Mayotte,Ancienne usine sucrière,Quel est le numéro de département pour le site 'Ancienne usine sucrière' en Mayotte ?,976
Mayotte,Ancienne usine sucrière,A quel code départemental est rattaché le lieu 'Ancienne usine sucrière' ?,976
Mayotte,Ancienne usine sucrière,Donnez le numéro de département correspondant à : Ancienne usine sucrière (Mayotte).,976
Bourgogne-Franche-Comté,Etablissement rural gallo-romain,Le site 'Etablissement rural gallo-romain' est-il un musée ou un monument historique ?,Monument historique
Bourgogne-Franche-Comté,Etablissement rural gallo-romain,Quelle est la classification officielle de 'Etablissement rural gallo-romain' en Bourgogne-Franche-Comté ?,Monument historique
Bourgogne-Franche-Comté,Etablissement rural gallo-romain,'Etablissement rural gallo-romain' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Provence-Alpes-Côte d'Azur,Oratoire de Sainte-Mitre,Quel est le numéro de département pour le site 'Oratoire de Sainte-Mitre' en Provence-Alpes-Côte d'Azur ?,13
Provence-Alpes-Côte d'Azur,Oratoire de Sainte-Mitre,A quel code départemental est rattaché le lieu 'Oratoire de Sainte-Mitre' ?,13
Provence-Alpes-Côte d'Azur,Oratoire de Sainte-Mitre,Donnez le numéro de département correspondant à : Oratoire de Sainte-Mitre (Provence-Alpes-Côte d'Azur).,13
Mayotte,Ancienne usine sucrière de Miréréni,Le site 'Ancienne usine sucrière de Miréréni' est-il un musée ou un monument historique ?,Monument historique
Mayotte,Ancienne usine sucrière de Miréréni,Quelle est la classification officielle de 'Ancienne usine sucrière de Miréréni' en Mayotte ?,Monument historique
Mayotte,Ancienne usine sucrière de Miréréni,'Ancienne usine sucrière de Miréréni' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Grand Est,musée Arthur Rimbaud,Localisation de 'musée Arthur Rimbaud' en Grand Est : dans quelle commune se trouve-t-il précisément ?,Charleville-Mezières
Grand Est,musée Arthur Rimbaud,"Concernant le patrimoine de la région Grand Est, pouvez-vous nommer la ville où est situé le site 'musée Arthur Rimbaud' ?",Charleville-Mezières
Grand Est,musée Arthur Rimbaud,Où est situé 'musée Arthur Rimbaud' (Grand Est) ? Donnez uniquement le nom de la commune.,Charleville-Mezières
Guadeloupe,Phare de l'îlet de Petite-Terre,Localisation de 'Phare de l'îlet de Petite-Terre' en Guadeloupe : dans quelle commune se trouve-t-il précisément ?,"La Désirade, 971"
Guadeloupe,Phare de l'îlet de Petite-Terre,"Concernant le patrimoine de la région Guadeloupe, pouvez-vous nommer la ville où est situé le site 'Phare de l'îlet de Petite-Terre' ?","La Désirade, 971"
Guadeloupe,Phare de l'îlet de Petite-Terre,Où est situé 'Phare de l'îlet de Petite-Terre' (Guadeloupe) ? Donnez uniquement le nom de la commune.,"La Désirade, 971"
Nouvelle-Aquitaine,Vieux pont de Beissat sur la Gartempe (également sur commune de Saint-Ouen-sur-Gartempe),Localisation de 'Vieux pont de Beissat sur la Gartempe (également sur commune de Saint-Ouen-sur-Gartempe)' en Nouvelle-Aquitaine : dans quelle commune se trouve-t-il précisément ?,Peyrat-de-Bellac
Nouvelle-Aquitaine,Vieux pont de Beissat sur la Gartempe (également sur commune de Saint-Ouen-sur-Gartempe),"Concernant le patrimoine de la région Nouvelle-Aquitaine, pouvez-vous nommer la ville où est situé le site 'Vieux pont de Beissat sur la Gartempe (également sur commune de Saint-Ouen-sur-Gartempe)' ?",Peyrat-de-Bellac
Nouvelle-Aquitaine,Vieux pont de Beissat sur la Gartempe (également sur commune de Saint-Ouen-sur-Gartempe),Où est situé 'Vieux pont de Beissat sur la Gartempe (également sur commune de Saint-Ouen-sur-Gartempe)' (Nouvelle-Aquitaine) ? Donnez uniquement le nom de la commune.,Peyrat-de-Bellac
Bourgogne-Franche-Comté,Cabane de charbonnier (ancienne) située à Aubertans,Localisation de 'Cabane de charbonnier (ancienne) située à Aubertans' en Bourgogne-Franche-Comté : dans quelle commune se trouve-t-il précisément ?,Beaumotte-Aubertans
Bourgogne-Franche-Comté,Cabane de charbonnier (ancienne) située à Aubertans,"Concernant le patrimoine de la région Bourgogne-Franche-Comté, pouvez-vous nommer la ville où est situé le site 'Cabane de charbonnier (ancienne) située à Aubertans' ?",Beaumotte-Aubertans
Bourgogne-Franche-Comté,Cabane de charbonnier (ancienne) située à Aubertans,Où est situé 'Cabane de charbonnier (ancienne) située à Aubertans' (Bourgogne-Franche-Comté) ? Donnez uniquement le nom de la commune.,Beaumotte-Aubertans
Auvergne-Rhône-Alpes,Maison de l'Instruction dite Assemblée de la Clauze,Le site 'Maison de l'Instruction dite Assemblée de la Clauze' est-il un musée ou un monument historique ?,Monument historique
Auvergne-Rhône-Alpes,Maison de l'Instruction dite Assemblée de la Clauze,Quelle est la classification officielle de 'Maison de l'Instruction dite Assemblée de la Clauze' en Auvergne-Rhône-Alpes ?,Monument historique
Auvergne-Rhône-Alpes,Maison de l'Instruction dite Assemblée de la Clauze,'Maison de l'Instruction dite Assemblée de la Clauze' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Provence-Alpes-Côte d'Azur,Pavillon Lenfant (ou de l'Enfant),Le site 'Pavillon Lenfant (ou de l'Enfant)' est-il un musée ou un monument historique ?,Monument historique
Provence-Alpes-Côte d'Azur,Pavillon Lenfant (ou de l'Enfant),Quelle est la classification officielle de 'Pavillon Lenfant (ou de l'Enfant)' en Provence-Alpes-Côte d'Azur ?,Monument historique
Provence-Alpes-Côte d'Azur,Pavillon Lenfant (ou de l'Enfant),'Pavillon Lenfant (ou de l'Enfant)' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Pays de la Loire,Prieuré de Breuil-Bellay (ancien),Localisation de 'Prieuré de Breuil-Bellay (ancien)' en Pays de la Loire : dans quelle commune se trouve-t-il précisément ?,"Cizay-la-Madeleine, 49"
Pays de la Loire,Prieuré de Breuil-Bellay (ancien),"Concernant le patrimoine de la région Pays de la Loire, pouvez-vous nommer la ville où est situé le site 'Prieuré de Breuil-Bellay (ancien)' ?","Cizay-la-Madeleine, 49"
Pays de la Loire,Prieuré de Breuil-Bellay (ancien),Où est situé 'Prieuré de Breuil-Bellay (ancien)' (Pays de la Loire) ? Donnez uniquement le nom de la commune.,"Cizay-la-Madeleine, 49"
Provence-Alpes-Côte d'Azur,Eglise paroissiale Saint-Martin,Localisation de 'Eglise paroissiale Saint-Martin' en Provence-Alpes-Côte d'Azur : dans quelle commune se trouve-t-il précisément ?,Grand-Place
Provence-Alpes-Côte d'Azur,Eglise paroissiale Saint-Martin,"Concernant le patrimoine de la région Provence-Alpes-Côte d'Azur, pouvez-vous nommer la ville où est situé le site 'Eglise paroissiale Saint-Martin' ?",Grand-Place
Provence-Alpes-Côte d'Azur,Eglise paroissiale Saint-Martin,Où est situé 'Eglise paroissiale Saint-Martin' (Provence-Alpes-Côte d'Azur) ? Donnez uniquement le nom de la commune.,Grand-Place
Guyane,"Quartier des Détenus, sur l'île du Diable","Localisation de 'Quartier des Détenus, sur l'île du Diable' en Guyane : dans quelle commune se trouve-t-il précisément ?",Cayenne
Guyane,"Quartier des Détenus, sur l'île du Diable","Concernant le patrimoine de la région Guyane, pouvez-vous nommer la ville où est situé le site 'Quartier des Détenus, sur l'île du Diable' ?",Cayenne
Guyane,"Quartier des Détenus, sur l'île du Diable","Où est situé 'Quartier des Détenus, sur l'île du Diable' (Guyane) ? Donnez uniquement le nom de la commune.",Cayenne
Mayotte,Mosquée et citerne de l'ancien village d'Antana Bé,Quel est le numéro de département pour le site 'Mosquée et citerne de l'ancien village d'Antana Bé' en Mayotte ?,976
Mayotte,Mosquée et citerne de l'ancien village d'Antana Bé,A quel code départemental est rattaché le lieu 'Mosquée et citerne de l'ancien village d'Antana Bé' ?,976
Mayotte,Mosquée et citerne de l'ancien village d'Antana Bé,Donnez le numéro de département correspondant à : Mosquée et citerne de l'ancien village d'Antana Bé (Mayotte).,976
Normandie,Vestiges de motte féodale,Le site 'Vestiges de motte féodale' est-il un musée ou un monument historique ?,Monument historique
Normandie,Vestiges de motte féodale,Quelle est la classification officielle de 'Vestiges de motte féodale' en Normandie ?,Monument historique
Normandie,Vestiges de motte féodale,'Vestiges de motte féodale' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Occitanie,Croix en fer forgé,Le site 'Croix en fer forgé' est-il un musée ou un monument historique ?,Monument historique
Occitanie,Croix en fer forgé,Quelle est la classification officielle de 'Croix en fer forgé' en Occitanie ?,Monument historique
Occitanie,Croix en fer forgé,'Croix en fer forgé' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Bourgogne-Franche-Comté,Château de la Verrerie,Localisation de 'Château de la Verrerie' en Bourgogne-Franche-Comté : dans quelle commune se trouve-t-il précisément ?,rue Jules-Guesde
Bourgogne-Franche-Comté,Château de la Verrerie,"Concernant le patrimoine de la région Bourgogne-Franche-Comté, pouvez-vous nommer la ville où est situé le site 'Château de la Verrerie' ?",rue Jules-Guesde
Bourgogne-Franche-Comté,Château de la Verrerie,Où est situé 'Château de la Verrerie' (Bourgogne-Franche-Comté) ? Donnez uniquement le nom de la commune.,rue Jules-Guesde
Corse,Tour de Galeria ou de Calcinaggia ou Calcinaghja,Le site 'Tour de Galeria ou de Calcinaggia ou Calcinaghja' est-il un musée ou un monument historique ?,Monument historique
Corse,Tour de Galeria ou de Calcinaggia ou Calcinaghja,Quelle est la classification officielle de 'Tour de Galeria ou de Calcinaggia ou Calcinaghja' en Corse ?,Monument historique
Corse,Tour de Galeria ou de Calcinaggia ou Calcinaghja,'Tour de Galeria ou de Calcinaggia ou Calcinaghja' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Occitanie,Eglise Saint-Pierre-aux-Liens,Quel est le numéro de département pour le site 'Eglise Saint-Pierre-aux-Liens' en Occitanie ?,31
Occitanie,Eglise Saint-Pierre-aux-Liens,A quel code départemental est rattaché le lieu 'Eglise Saint-Pierre-aux-Liens' ?,31
Occitanie,Eglise Saint-Pierre-aux-Liens,Donnez le numéro de département correspondant à : Eglise Saint-Pierre-aux-Liens (Occitanie).,31
Normandie,Manoir de Mailloc,Quel est le numéro de département pour le site 'Manoir de Mailloc' en Normandie ?,27
Normandie,Manoir de Mailloc,A quel code départemental est rattaché le lieu 'Manoir de Mailloc' ?,27
Normandie,Manoir de Mailloc,Donnez le numéro de département correspondant à : Manoir de Mailloc (Normandie).,27
Grand Est,"Hôtel de Florainville, actuellement hôtel de ville","Quel est le numéro de département pour le site 'Hôtel de Florainville, actuellement hôtel de ville' en Grand Est ?",55
Grand Est,"Hôtel de Florainville, actuellement hôtel de ville","A quel code départemental est rattaché le lieu 'Hôtel de Florainville, actuellement hôtel de ville' ?",55
Grand Est,"Hôtel de Florainville, actuellement hôtel de ville","Donnez le numéro de département correspondant à : Hôtel de Florainville, actuellement hôtel de ville (Grand Est).",55
Occitanie,Hôtel de Lassus,Localisation de 'Hôtel de Lassus' en Occitanie : dans quelle commune se trouve-t-il précisément ?,6 rue du Barry
Occitanie,Hôtel de Lassus,"Concernant le patrimoine de la région Occitanie, pouvez-vous nommer la ville où est situé le site 'Hôtel de Lassus' ?",6 rue du Barry
Occitanie,Hôtel de Lassus,Où est situé 'Hôtel de Lassus' (Occitanie) ? Donnez uniquement le nom de la commune.,6 rue du Barry
Normandie,Eglise Sainte-Radegonde,Quel est le numéro de département pour le site 'Eglise Sainte-Radegonde' en Normandie ?,27
Normandie,Eglise Sainte-Radegonde,A quel code départemental est rattaché le lieu 'Eglise Sainte-Radegonde' ?,27
Normandie,Eglise Sainte-Radegonde,Donnez le numéro de département correspondant à : Eglise Sainte-Radegonde (Normandie).,27
Bourgogne-Franche-Comté,Château et sa chapelle,Localisation de 'Château et sa chapelle' en Bourgogne-Franche-Comté : dans quelle commune se trouve-t-il précisément ?,"Lux, 21"
Bourgogne-Franche-Comté,Château et sa chapelle,"Concernant le patrimoine de la région Bourgogne-Franche-Comté, pouvez-vous nommer la ville où est situé le site 'Château et sa chapelle' ?","Lux, 21"
Bourgogne-Franche-Comté,Château et sa chapelle,Où est situé 'Château et sa chapelle' (Bourgogne-Franche-Comté) ? Donnez uniquement le nom de la commune.,"Lux, 21"
Hauts-de-France,Ancienne église,Localisation de 'Ancienne église' en Hauts-de-France : dans quelle commune se trouve-t-il précisément ?,"Comines, 59"
Hauts-de-France,Ancienne église,"Concernant le patrimoine de la région Hauts-de-France, pouvez-vous nommer la ville où est situé le site 'Ancienne église' ?","Comines, 59"
Hauts-de-France,Ancienne église,Où est situé 'Ancienne église' (Hauts-de-France) ? Donnez uniquement le nom de la commune.,"Comines, 59"
